"rank"	"genomeid"	"class"	"superclade"	"lineage"	"GC"	"assembly_size"	"coding_density"	"N50"	"longest_contig"	"nContigs"	"isolation_source"	"completeness"	"contamination"	"quality_combined"	"Location"
602	"GVMAG-M-3300013094-40"	"GVMAG"	"SC9"	"MGVL51"	31.18	441218	85	11114	36279	40	"Freshwater"	"high"	"low"	"medium"	"Other"
1277	"GVMAG-M-3300013094-45"	"GVMAG"	"SC10"	"MGVL59"	29.68	309225	88	9189	20083	35	"Freshwater"	"medium"	"low"	"medium"	"Other"
432	"GVMAG-M-3300013094-6"	"GVMAG"	"SC6"	"Klosneuviruses"	22.06	484021	85	8192	17666	58	"Freshwater"	"medium"	"low"	"low"	"Other"
69	"GVMAG-M-3300013127-27"	"GVMAG"	"SC6"	"Klosneuviruses"	21.34	1097840	87	12242	38057	101	"Freshwater"	"high"	"low"	"low"	"Other"
1792	"GVMAG-M-3300013127-28"	"GVMAG"	"SC7"	"MGVL32"	21.17	220534	89	10432	18572	23	"Freshwater"	"medium"	"low"	"medium"	"Other"
912	"GVMAG-M-3300013127-31"	"GVMAG"	"SC10"	"MGVL58"	29.41	376838	89	7019	11616	55	"Freshwater"	"medium"	"medium"	"low"	"Other"
782	"GVMAG-M-3300013129-28"	"GVMAG"	"SC10"	"MGVL58"	29.11	404032	89	6416	11745	61	"Freshwater"	"high"	"medium"	"low"	"Other"
1050	"GVMAG-M-3300013130-9"	"GVMAG"	"SC9"	"MGVL44"	33.82	348855	85	10862	21343	35	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1231	"GVMAG-M-3300013131-35"	"GVMAG"	"SC10"	"MGVL61"	18.28	318108	90	10333	25052	35	"Freshwater"	"medium"	"medium"	"medium"	"Other"
1556	"GVMAG-M-3300013131-43"	"GVMAG"	"SC2"	"MGVL23"	40.5	261645	91	14894	31819	18	"Freshwater"	"medium"	"high"	"low"	"Other"
244	"GVMAG-M-3300013131-73"	"GVMAG"	"SC10"	"MGVL61"	20.46	569677	93	31745	72691	30	"Freshwater"	"high"	"medium"	"medium"	"Other"
1643	"GVMAG-M-3300013131-79"	"GVMAG"	"SC10"	"MGVL61"	20.17	244436	90	13731	23391	22	"Freshwater"	"medium"	"low"	"medium"	"Other"
152	"GVMAG-M-3300013132-23"	"GVMAG"	"SC6"	"Cafeteriaviruses"	23.08	699847	88	7507	20746	91	"Freshwater"	"medium"	"low"	"low"	"Other"
98	"GVMAG-M-3300013132-26"	"GVMAG"	"SC10"	"MGVL63"	23.74	881457	84	14364	40736	74	"Freshwater"	"high"	"low"	"low"	"Other"
2121	"GVMAG-M-3300013132-4"	"GVMAG"	"SC10"	"MGVL61"	24.66	167677	87	7707	12654	22	"Freshwater"	"medium"	"low"	"low"	"Other"
1031	"GVMAG-M-3300013132-66"	"GVMAG"	"SC2"	"MGVL17"	38.58	352411	86	14574	30251	26	"Freshwater"	"medium"	"low"	"medium"	"Other"
811	"GVMAG-M-3300013132-70"	"GVMAG"	"SC4"	"MGVL29"	24.51	398276	91	22288	59864	21	"Freshwater"	"high"	"low"	"high"	"Other"
25	"GVMAG-M-3300013133-39"	"GVMAG"	"SC10"	"MGVL58"	29.79	1426724	90	14924	39313	107	"Freshwater"	"high"	"high"	"low"	"Other"
77	"GVMAG-M-3300013133-4"	"GVMAG"	"SC6"	"Klosneuviruses"	20.01	1028553	87	9992	24342	107	"Freshwater"	"high"	"medium"	"low"	"Other"
2104	"GVMAG-M-3300013133-40"	"GVMAG"	"SC1"	"MGVL6"	35.05	171139	86	11819	31982	15	"Freshwater"	"medium"	"low"	"medium"	"Other"
2119	"GVMAG-M-3300013285-24"	"GVMAG"	"SC8"	"MGVL33"	50.9	168556	91	18832	82923	8	"Freshwater"	"medium"	"low"	"medium"	"Other"
1058	"GVMAG-M-3300013285-6"	"GVMAG"	"SC8"	"MGVL36"	47.7	347310	90	76360	112078	11	"Freshwater"	"high"	"low"	"high"	"Other"
669	"GVMAG-M-3300013285-9"	"GVMAG"	"SC9"	"MGVL57"	32.32	425599	90	10329	31456	44	"Freshwater"	"high"	"medium"	"medium"	"Other"
1542	"GVMAG-M-3300013286-14"	"GVMAG"	"SC8"	"MGVL35"	44.62	263479	86	15484	27986	20	"Freshwater"	"medium"	"medium"	"medium"	"Other"
365	"GVMAG-M-3300013286-17"	"GVMAG"	"SC8"	"MGVL34"	43.43	507036	92	17706	53891	35	"Freshwater"	"high"	"medium"	"medium"	"Other"
1835	"GVMAG-M-3300014204-23"	"GVMAG"	"SC2"	"MGVL22"	35.2	214456	92	36267	46785	9	"Landfill"	"high"	"low"	"high"	"Other"
1347	"GVMAG-M-3300014204-43"	"GVMAG"	"SC1"	"MGVL7"	49.38	297005	96	41226	77652	9	"Landfill"	"high"	"low"	"high"	"Other"
1928	"GVMAG-M-3300014204-45"	"GVMAG"	"SC1"	"MGVL7"	37.36	202564	90	20298	39417	10	"Landfill"	"high"	"low"	"high"	"Other"
393	"GVMAG-M-3300014204-73"	"GVMAG"	"SC7"	"MGVL32"	41.37	495598	89	52435	78940	15	"Landfill"	"high"	"low"	"high"	"Other"
2116	"GVMAG-M-3300014205-55"	"GVMAG"	"SC1"	"MGVL7"	51.77	168892	92	12142	20002	16	"Landfill"	"medium"	"low"	"medium"	"Other"
1749	"GVMAG-M-3300014208-132"	"GVMAG"	"SC2"	"MGVL17"	31.62	228076	84	10089	17216	24	"Freshwater"	"medium"	"low"	"medium"	"Other"
1494	"GVMAG-M-3300014493-14"	"GVMAG"	"SC2"	"Solumviruses"	32.46	271794	82	9368	27529	30	"Soil"	"high"	"low"	"medium"	"Other"
1946	"GVMAG-M-3300014493-2"	"GVMAG"	"SC2"	"MGVL14"	29.3	199844	87	8005	11759	25	"Soil"	"medium"	"low"	"low"	"Other"
11	"GVMAG-M-3300014493-9"	"GVMAG"	"SC6"	"Klosneuviruses"	27.92	1765722	86	17874	51215	122	"Soil"	"high"	"medium"	"low"	"Other"
1092	"GVMAG-M-3300014838-21"	"GVMAG"	"SC2"	"MGVL9"	35.48	341121	82	17006	26948	26	"Soil"	"medium"	"low"	"medium"	"Other"
239	"GVMAG-M-3300014838-26"	"GVMAG"	"SC3"	"Medusaviruses"	20.47	573639	75	14427	31124	46	"Soil"	"medium"	"low"	"medium"	"Other"
844	"GVMAG-M-3300014838-63"	"GVMAG"	"SC2"	"MGVL9"	36.87	391782	91	29744	50571	17	"Soil"	"medium"	"medium"	"medium"	"Other"
2059	"GVMAG-M-3300015360-128"	"GVMAG"	"SC4"	"MGVL29"	31.08	181758	86	13331	24658	15	"Freshwater"	"high"	"low"	"medium"	"Other"
1965	"GVMAG-M-3300015360-154"	"GVMAG"	"SC2"	"MGVL17"	42.22	197996	90	35082	43582	8	"Freshwater"	"high"	"low"	"high"	"Other"
1064	"GVMAG-M-3300017651-5"	"GVMAG"	"SC2"	"Orpheoviruses"	39.29	346232	80	50567	86410	9	"Soil"	"high"	"low"	"high"	"Other"
1550	"GVMAG-M-3300017697-11"	"GVMAG"	"SC10"	"MGVL65"	23.17	262602	91	13946	30159	24	"Marine"	"high"	"low"	"high"	"Other"
101	"GVMAG-M-3300017724-5"	"GVMAG"	"SC9"	"MGVL38"	23.81	862432	88	12179	35221	77	"Marine"	"high"	"medium"	"low"	"Other"
454	"GVMAG-M-3300017724-7"	"GVMAG"	"SC9"	"MGVL57"	32.56	475991	90	40787	57944	21	"Marine"	"high"	"low"	"high"	"Other"
413	"GVMAG-M-3300017735-4"	"GVMAG"	"SC9"	"MGVL38"	27.44	489538	88	21702	51006	31	"Marine"	"high"	"low"	"medium"	"Other"
1513	"GVMAG-M-3300017741-2"	"GVMAG"	"SC3"	"Phaeoviruses"	40.91	268389	88	17303	31488	18	"Marine"	"medium"	"low"	"medium"	"Other"
1953	"GVMAG-M-3300017741-4"	"GVMAG"	"SC9"	"MGVL40"	32.16	198750	86	9259	22301	21	"Marine"	"high"	"low"	"medium"	"Other"
156	"GVMAG-M-3300017742-1"	"GVMAG"	"SC9"	"Chrysomulinaviruses"	23	689952	88	10540	30345	72	"Marine"	"high"	"medium"	"low"	"Other"
1465	"GVMAG-M-3300017744-9"	"GVMAG"	"SC3"	"Prasinoviruses"	39.71	277599	93	11414	26899	26	"Marine"	"high"	"medium"	"medium"	"Other"
1242	"GVMAG-M-3300017763-4"	"GVMAG"	"SC10"	"Aureococcusviruses"	30.69	315655	87	10422	19496	34	"Marine"	"high"	"low"	"medium"	"Other"
1464	"GVMAG-M-3300017765-1"	"GVMAG"	"SC10"	"Tetraselmisviruses"	40.57	277643	91	45092	51235	11	"Marine"	"high"	"low"	"high"	"Other"
2092	"GVMAG-M-3300017771-11"	"GVMAG"	"SC3"	"Prasinoviruses"	41.47	174679	89	9801	25365	17	"Marine"	"medium"	"medium"	"medium"	"Other"
1864	"GVMAG-M-3300017771-7"	"GVMAG"	"SC3"	"Prasinoviruses"	40.48	210865	93	38309	71385	11	"Marine"	"high"	"low"	"high"	"Other"
210	"GVMAG-M-3300017772-13"	"GVMAG"	"SC9"	"MGVL42"	28.43	596539	90	16787	50849	43	"Marine"	"high"	"medium"	"medium"	"Other"
1645	"GVMAG-M-3300017773-1"	"GVMAG"	"SC3"	"Prasinoviruses"	40.1	244317	93	11575	35507	22	"Marine"	"high"	"low"	"high"	"Other"
1276	"GVMAG-M-3300017773-3"	"GVMAG"	"SC3"	"Prasinoviruses"	33.99	309229	92	11839	33109	30	"Marine"	"high"	"medium"	"medium"	"Other"
545	"GVMAG-M-3300017776-4"	"GVMAG"	"SC9"	"MGVL42"	26.58	455580	88	7484	21514	60	"Marine"	"medium"	"high"	"low"	"Other"
1278	"GVMAG-M-3300017783-11"	"GVMAG"	"SC10"	"MGVL65"	29.92	309117	90	8899	24720	36	"Marine"	"medium"	"medium"	"medium"	"Other"
1696	"GVMAG-M-3300017783-9"	"GVMAG"	"SC2"	"Iridoviruses"	34.85	236611	92	18173	44236	12	"Marine"	"high"	"low"	"high"	"Other"
964	"GVMAG-M-3300017786-5"	"GVMAG"	"SC9"	"MGVL42"	25.71	366589	91	28940	68051	16	"Marine"	"high"	"low"	"high"	"Other"
324	"GVMAG-M-3300017788-2"	"GVMAG"	"SC6"	"Namaoviruses"	21.44	524873	90	21219	38604	32	"Freshwater"	"high"	"low"	"medium"	"Other"
1580	"GVMAG-M-3300017788-25"	"GVMAG"	"SC4"	"MGVL29"	27.84	256933	90	13876	31972	19	"Freshwater"	"high"	"low"	"high"	"Other"
1578	"GVMAG-M-3300017788-3"	"GVMAG"	"SC4"	"MGVL29"	33.47	257944	89	21712	38977	13	"Freshwater"	"high"	"low"	"high"	"Other"
410	"GVMAG-M-3300017788-43"	"GVMAG"	"SC6"	"Cafeteriaviruses"	28.46	489832	84	13966	25888	41	"Freshwater"	"medium"	"low"	"medium"	"Other"
1708	"GVMAG-M-3300017788-49"	"GVMAG"	"SC4"	"MGVL29"	35.74	234419	90	18225	31046	18	"Freshwater"	"high"	"low"	"high"	"Other"
698	"GVMAG-M-3300017788-50"	"GVMAG"	"SC10"	"MGVL62"	22.33	420325	90	30708	49870	17	"Freshwater"	"high"	"low"	"high"	"Other"
181	"GVMAG-M-3300017788-7"	"GVMAG"	"SC6"	"Namaoviruses"	22.3	646371	83	10743	33189	61	"Freshwater"	"medium"	"low"	"low"	"Other"
630	"GVMAG-M-3300017788-78"	"GVMAG"	"SC6"	"Klosneuviruses"	20.81	433430	86	8777	19778	50	"Freshwater"	"medium"	"low"	"medium"	"Other"
133	"GVMAG-M-3300017788-86"	"GVMAG"	"SC6"	"Klosneuviruses"	16.93	771708	81	13546	46400	69	"Freshwater"	"high"	"low"	"low"	"Other"
90	"GVMAG-M-3300017792-3"	"GVMAG"	"SC3"	"Sylvanviruses"	34.11	947665	84	203957	275329	9	"Rhizoplane"	"medium"	"medium"	"medium"	"Other"
1331	"GVMAG-M-3300017824-10"	"GVMAG"	"SC10"	"MGVL65"	29.31	299661	92	11892	25471	29	"Marine"	"high"	"low"	"medium"	"Other"
759	"GVMAG-M-3300017824-14"	"GVMAG"	"SC10"	"MGVL62"	21.43	408737	90	45357	86642	12	"Marine"	"high"	"low"	"high"	"Other"
1977	"GVMAG-M-3300017824-8"	"GVMAG"	"SC9"	"MGVL42"	30.04	195990	87	7497	14682	26	"Marine"	"medium"	"low"	"low"	"Other"
1125	"GVMAG-M-3300017950-2"	"GVMAG"	"SC9"	"MGVL57"	28.69	336864	90	15911	28501	24	"Marine"	"high"	"low"	"medium"	"Other"
1671	"GVMAG-M-3300017950-28"	"GVMAG"	"SC9"	"MGVL57"	32.88	240387	86	7169	13991	34	"Marine"	"high"	"low"	"low"	"Other"
1213	"GVMAG-M-3300017952-11"	"GVMAG"	"SC10"	"Tetraselmisviruses"	40.89	321001	91	22054	40465	19	"Marine"	"high"	"low"	"high"	"Other"
1378	"GVMAG-M-3300017956-10"	"GVMAG"	"SC9"	"MGVL42"	32.21	291698	90	9816	45929	30	"Marine"	"high"	"low"	"high"	"Other"
868	"GVMAG-M-3300017956-15"	"GVMAG"	"SC10"	"Tetraselmisviruses"	21.56	385030	83	16630	46605	25	"Marine"	"medium"	"low"	"medium"	"Other"
918	"GVMAG-M-3300017956-2"	"GVMAG"	"SC9"	"MGVL42"	26.19	375704	91	12154	35109	35	"Marine"	"high"	"medium"	"medium"	"Other"
205	"GVMAG-M-3300017956-25"	"GVMAG"	"SC10"	"MGVL62"	23.72	606823	91	31137	48011	31	"Marine"	"high"	"low"	"medium"	"Other"
495	"GVMAG-M-3300017956-3"	"GVMAG"	"SC9"	"MGVL57"	29.53	465195	91	37785	58944	16	"Marine"	"high"	"low"	"high"	"Other"
686	"GVMAG-M-3300017963-10"	"GVMAG"	"SC10"	"MGVL58"	43.16	422698	86	23664	62717	24	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
116	"GVMAG-M-3300017963-13"	"GVMAG"	"SC7"	"MGVL32"	34.47	815709	81	13377	43646	71	"Non-marine Saline and Alkaline"	"high"	"low"	"low"	"Other"
307	"GVMAG-M-3300017963-20"	"GVMAG"	"SC9"	"Prymnesioviruses"	23.79	531786	92	29873	37500	30	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
240	"GVMAG-M-3300017963-43"	"GVMAG"	"SC10"	"MGVL58"	46	573215	90	234413	242371	3	"Non-marine Saline and Alkaline"	"high"	"medium"	"medium"	"Other"
1204	"GVMAG-M-3300017963-53"	"GVMAG"	"SC2"	"MGVL18"	35.13	322696	85	14809	28545	26	"Non-marine Saline and Alkaline"	"high"	"low"	"medium"	"Other"
1626	"GVMAG-M-3300017963-7"	"GVMAG"	"SC9"	"Chrysomulinaviruses"	26.57	247506	88	9854	21813	26	"Non-marine Saline and Alkaline"	"high"	"low"	"medium"	"Other"
1418	"GVMAG-M-3300017967-12"	"GVMAG"	"SC9"	"MGVL42"	29.16	283850	89	18451	43685	19	"Marine"	"high"	"low"	"high"	"Other"
758	"GVMAG-M-3300017967-22"	"GVMAG"	"SC10"	"Tetraselmisviruses"	22.75	409197	84	30021	59393	17	"Marine"	"medium"	"low"	"medium"	"Other"
1933	"GVMAG-M-3300017969-5"	"GVMAG"	"SC3"	"Prasinoviruses"	40.45	201493	94	9148	19340	22	"Marine"	"high"	"medium"	"medium"	"Other"
1684	"GVMAG-M-3300017971-10"	"GVMAG"	"SC3"	"MGVL26"	48.42	238132	87	15134	26304	17	"Non-marine Saline and Alkaline"	"medium"	"low"	"medium"	"Other"
1939	"GVMAG-M-3300017971-26"	"GVMAG"	"SC3"	"Raphidoviruses"	30.01	200429	92	21743	44265	11	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
112	"GVMAG-M-3300017971-33"	"GVMAG"	"SC10"	"MGVL58"	32.33	827059	87	21749	37202	52	"Non-marine Saline and Alkaline"	"high"	"medium"	"low"	"Other"
1446	"GVMAG-M-3300017971-41"	"GVMAG"	"SC2"	"Solumviruses"	29.49	280962	90	22921	34878	16	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
1114	"GVMAG-M-3300017986-28"	"GVMAG"	"SC9"	"MGVL42"	30.11	338159	85	21198	57176	24	"Marine"	"high"	"low"	"high"	"Other"
1735	"GVMAG-M-3300017986-31"	"GVMAG"	"SC5"	"MGVL30"	18.09	230389	91	15971	31942	18	"Marine"	"high"	"low"	"high"	"Other"
216	"GVMAG-M-3300017987-33"	"GVMAG"	"SC7"	"MGVL32"	46.02	589502	87	14547	28240	48	"Non-marine Saline and Alkaline"	"high"	"low"	"medium"	"Other"
1743	"GVMAG-M-3300017989-1"	"GVMAG"	"SC2"	"Ascoviruses"	45.55	228802	89	38838	56779	9	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
948	"GVMAG-M-3300017989-16"	"GVMAG"	"SC9"	"MGVL51"	35.41	370035	87	36751	66466	16	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
1719	"GVMAG-M-3300017989-17"	"GVMAG"	"SC3"	"Sylvanviruses"	51.87	232430	90	51202	67764	6	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
2046	"GVMAG-M-3300017989-29"	"GVMAG"	"SC3"	"MGVL26"	45.48	184448	90	15868	30340	12	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
2174	"GVMAG-M-3300017989-35"	"GVMAG"	"SC1"	"MGVL3"	40.72	154311	84	7786	36052	18	"Non-marine Saline and Alkaline"	"medium"	"low"	"medium"	"Other"
1184	"GVMAG-M-3300017989-5"	"GVMAG"	"SC0"	"MGVSL9"	31.14	325968	89	19654	90476	17	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
347	"GVMAG-M-3300017991-11"	"GVMAG"	"SC2"	"Iridoviruses"	34.93	516158	87	19359	38822	37	"Non-marine Saline and Alkaline"	"high"	"medium"	"medium"	"Other"
353	"GVMAG-M-3300018041-22"	"GVMAG"	"SC10"	"MGVL62"	21.87	514108	89	9023	20692	61	"Marine"	"high"	"medium"	"low"	"Other"
1561	"GVMAG-M-3300018048-10"	"GVMAG"	"SC5"	"MGVL30"	22.49	261347	89	12201	23669	24	"Marine"	"high"	"low"	"medium"	"Other"
978	"GVMAG-M-3300018049-14"	"GVMAG"	"SC9"	"MGVL57"	31.49	363105	89	19642	33689	23	"Marine"	"high"	"low"	"high"	"Other"
2153	"GVMAG-M-3300018065-4"	"GVMAG"	"SC2"	"Iridoviruses"	44.06	160873	91	9777	19672	18	"Non-marine Saline and Alkaline"	"medium"	"low"	"medium"	"Other"
997	"GVMAG-M-3300018080-19"	"GVMAG"	"SC3"	"MGVL26"	44.76	359383	90	67984	96605	8	"Non-marine Saline and Alkaline"	"high"	"low"	"high"	"Other"
1078	"GVMAG-M-3300018080-29"	"GVMAG"	"SC9"	"MGVL42"	55.19	343939	87	24202	79139	20	"Non-marine Saline and Alkaline"	"high"	"medium"	"medium"	"Other"
2050	"GVMAG-M-3300018080-32"	"GVMAG"	"SC9"	"MGVL46"	36.4	183574	86	8129	17534	23	"Non-marine Saline and Alkaline"	"medium"	"low"	"medium"	"Other"
1908	"GVMAG-M-3300018080-43"	"GVMAG"	"SC3"	"MGVL24"	47.32	205200	89	8179	29002	23	"Non-marine Saline and Alkaline"	"medium"	"low"	"medium"	"Other"
139	"GVMAG-M-3300018080-53"	"GVMAG"	"SC3"	"MGVL24"	50.35	748174	87	28130	73692	31	"Non-marine Saline and Alkaline"	"high"	"low"	"medium"	"Other"
1239	"GVMAG-M-3300018410-27"	"GVMAG"	"SC9"	"MGVL47"	44.42	316186	92	44064	59753	10	"Marine"	"high"	"low"	"high"	"Other"
1583	"GVMAG-M-3300018414-5"	"GVMAG"	"SC2"	"MGVL20"	29.97	256410	85	62761	91495	5	"Unclassified"	"medium"	"high"	"low"	"Other"
360	"GVMAG-M-3300018415-13"	"GVMAG"	"SC9"	"MGVL43"	29.81	510252	87	8208	22626	63	"Marine"	"high"	"medium"	"low"	"Other"
1674	"GVMAG-M-3300018415-41"	"GVMAG"	"SC9"	"MGVL57"	35.73	239866	90	13471	25974	21	"Marine"	"medium"	"low"	"medium"	"Other"
421	"GVMAG-M-3300018416-26"	"GVMAG"	"SC10"	"Tetraselmisviruses"	30.02	488126	86	71384	125203	10	"Marine"	"high"	"low"	"high"	"Other"
1881	"GVMAG-M-3300018416-36"	"GVMAG"	"SC1"	"MGVL5"	22.54	208202	89	13575	25629	19	"Marine"	"medium"	"medium"	"medium"	"Other"
1432	"GVMAG-M-3300018416-45"	"GVMAG"	"SC9"	"MGVL47"	34.14	282183	92	65822	75843	8	"Marine"	"high"	"low"	"high"	"Other"
1845	"GVMAG-M-3300018417-32"	"GVMAG"	"SC9"	"MGVL43"	28.21	213491	87	7565	22409	25	"Marine"	"medium"	"low"	"medium"	"Other"
293	"GVMAG-M-3300018420-25"	"GVMAG"	"SC9"	"MGVL43"	27.67	538573	90	10421	35326	55	"Marine"	"high"	"high"	"low"	"Other"
1919	"GVMAG-M-3300018420-30"	"GVMAG"	"SC9"	"MGVL57"	34.5	203569	90	6859	11494	29	"Marine"	"medium"	"low"	"low"	"Other"
1631	"GVMAG-M-3300018426-17"	"GVMAG"	"SC9"	"MGVL57"	29.89	245998	91	20411	27115	14	"Marine"	"high"	"low"	"medium"	"Other"
713	"GVMAG-M-3300018426-35"	"GVMAG"	"SC9"	"MGVL57"	30.24	418033	88	7794	18222	51	"Marine"	"high"	"medium"	"low"	"Other"
685	"GVMAG-M-3300018428-16"	"GVMAG"	"SC9"	"MGVL38"	26.61	422876	92	53239	86301	12	"Marine"	"high"	"low"	"high"	"Other"
1335	"GVMAG-M-3300018428-35"	"GVMAG"	"SC10"	"MGVL66"	23.94	298673	93	54453	67008	8	"Marine"	"high"	"low"	"high"	"Other"
1054	"GVMAG-M-3300018428-42"	"GVMAG"	"SC10"	"MGVL62"	20.77	348157	92	23894	45533	17	"Marine"	"high"	"low"	"high"	"Other"
104	"GVMAG-M-3300018428-44"	"GVMAG"	"SC6"	"Cafeteriaviruses"	22.59	859375	89	8247	24901	104	"Marine"	"high"	"medium"	"low"	"Other"
921	"GVMAG-M-3300018868-12"	"GVMAG"	"SC9"	"MGVL52"	34.23	375317	90	29279	89934	17	"Freshwater"	"high"	"low"	"high"	"Other"
1517	"GVMAG-M-3300018868-14"	"GVMAG"	"SC9"	"OLPV"	38.11	267332	92	36242	77297	11	"Freshwater"	"high"	"low"	"high"	"Other"
1439	"GVMAG-M-3300018868-17"	"GVMAG"	"SC8"	"MGVL35"	35.93	281642	89	26785	37795	17	"Freshwater"	"high"	"low"	"high"	"Other"
1838	"GVMAG-M-3300018868-5"	"GVMAG"	"SC8"	"MGVL33"	27.75	214131	94	69359	78917	4	"Freshwater"	"high"	"medium"	"medium"	"Other"
940	"GVMAG-M-3300018868-6"	"GVMAG"	"SC9"	"MGVL42"	37.95	372008	90	51491	107137	7	"Freshwater"	"high"	"low"	"high"	"Other"
1731	"GVMAG-M-3300018868-9"	"GVMAG"	"SC9"	"OLPV"	30.67	231363	91	15258	36927	19	"Freshwater"	"high"	"low"	"high"	"Other"
1339	"GVMAG-M-3300018876-24"	"GVMAG"	"SC9"	"MGVL38"	32.92	298375	89	14594	27504	24	"Marine"	"high"	"low"	"medium"	"Other"
1366	"GVMAG-M-3300019093-11"	"GVMAG"	"SC9"	"YLMV"	31.27	293717	90	33128	41393	15	"Freshwater"	"medium"	"low"	"medium"	"Other"
2147	"GVMAG-M-3300019093-4"	"GVMAG"	"SC8"	"MGVL33"	38.95	162890	92	52058	53035	4	"Freshwater"	"medium"	"medium"	"medium"	"Other"
849	"GVMAG-M-3300019093-7"	"GVMAG"	"SC9"	"MGVL52"	29.92	390474	89	57161	78492	11	"Freshwater"	"high"	"low"	"high"	"Other"
920	"GVMAG-M-3300019459-16"	"GVMAG"	"SC9"	"MGVL43"	27.8	375475	89	9928	49956	37	"Marine"	"high"	"low"	"medium"	"Other"
1077	"GVMAG-M-3300019459-27"	"GVMAG"	"SC9"	"MGVL47"	23.83	344305	86	7605	19325	44	"Marine"	"medium"	"low"	"medium"	"Other"
2164	"GVMAG-M-3300019759-3"	"GVMAG"	"SC3"	"Raphidoviruses"	32.5	157156	93	24166	28134	9	"Freshwater"	"medium"	"low"	"medium"	"Other"
1393	"GVMAG-M-3300020051-27"	"GVMAG"	"SC10"	"MGVL62"	26.9	288360	91	24577	38958	16	"Marine"	"medium"	"low"	"medium"	"Other"
1969	"GVMAG-M-3300020163-17"	"GVMAG"	"SC2"	"Iridoviruses"	38.84	197351	89	18061	28303	14	"Freshwater"	"high"	"medium"	"medium"	"Other"
889	"GVMAG-M-3300020165-1"	"GVMAG"	"SC9"	"MGVL42"	28.2	381116	90	17474	36394	28	"Marine"	"high"	"low"	"high"	"Other"
242	"GVMAG-M-3300020165-16"	"GVMAG"	"SC10"	"MGVL67"	27.67	571702	91	44546	85689	17	"Marine"	"high"	"low"	"high"	"Other"
1549	"GVMAG-M-3300020165-3"	"GVMAG"	"SC9"	"MGVL50"	40.51	262644	91	35157	43610	10	"Marine"	"high"	"low"	"high"	"Other"
168	"GVMAG-M-3300020165-35"	"GVMAG"	"SC10"	"MGVL58"	20.82	667915	91	17784	63898	43	"Marine"	"high"	"medium"	"medium"	"Other"
118	"GVMAG-M-3300020165-43"	"GVMAG"	"SC6"	"Faunusviruses"	22.18	813755	89	38347	101996	25	"Marine"	"high"	"low"	"high"	"Other"
553	"GVMAG-M-3300020165-47"	"GVMAG"	"SC9"	"MGVL52"	27.1	454163	91	38157	71152	16	"Marine"	"high"	"low"	"high"	"Other"
637	"GVMAG-M-3300020165-62"	"GVMAG"	"SC10"	"MGVL67"	24.44	431429	89	9118	20698	49	"Marine"	"high"	"low"	"medium"	"Other"
805	"GVMAG-M-3300020166-18"	"GVMAG"	"SC9"	"MGVL38"	34.22	399574	92	363298	363298	7	"Marine"	"high"	"low"	"high"	"Other"
726	"GVMAG-M-3300020166-5"	"GVMAG"	"SC9"	"MGVL47"	36.78	415394	91	53085	67477	13	"Marine"	"high"	"low"	"high"	"Other"
854	"GVMAG-M-3300020167-4"	"GVMAG"	"SC9"	"YLMV"	33.41	389182	88	16166	37404	27	"Freshwater"	"high"	"low"	"high"	"Other"
1039	"GVMAG-M-3300020169-51"	"GVMAG"	"SC9"	"MGVL42"	27.04	350401	94	63655	97685	9	"Marine"	"high"	"low"	"high"	"Other"
1553	"GVMAG-M-3300020178-15"	"GVMAG"	"SC3"	"Prasinoviruses"	43.73	262578	93	30818	38339	14	"Marine"	"high"	"high"	"low"	"Other"
1690	"GVMAG-M-3300020178-18"	"GVMAG"	"SC3"	"Prasinoviruses"	51.03	237164	92	23273	74018	13	"Marine"	"high"	"medium"	"medium"	"Other"
2155	"GVMAG-M-3300020178-21"	"GVMAG"	"SC3"	"Prasinoviruses"	40.67	159421	91	28342	56815	9	"Marine"	"high"	"low"	"high"	"Other"
777	"GVMAG-M-3300020182-10"	"GVMAG"	"SC10"	"MGVL65"	22.6	404495	90	9902	18561	46	"Marine"	"high"	"medium"	"medium"	"Other"
635	"GVMAG-M-3300020182-21"	"GVMAG"	"SC10"	"MGVL63"	20.12	432286	88	8083	23502	52	"Marine"	"medium"	"low"	"low"	"Other"
668	"GVMAG-M-3300020182-22"	"GVMAG"	"SC9"	"MGVL57"	31.3	425759	90	16678	49827	33	"Marine"	"high"	"low"	"medium"	"Other"
266	"GVMAG-M-3300020182-26"	"GVMAG"	"SC10"	"MGVL68"	28.98	552682	91	26070	106416	25	"Marine"	"high"	"low"	"high"	"Other"
142	"GVMAG-M-3300020182-31"	"GVMAG"	"SC9"	"Chrysomulinaviruses"	25.5	732637	86	8162	19375	90	"Marine"	"high"	"medium"	"low"	"Other"
